shipment_id,supplier_id,product,origin,destination,order_quantity,inventory_level,historical_lead_time,current_lead_time,supplier_reliability,weather_risk,transportation_mode,previous_delays,delay_days
SHP001154,SUP003,Microchip,Vietnam,Singapore,1419,2879,12,29,0.7,0.37,Sea,4,9
SHP064444,SUP009,Smartphone,South Korea,Singapore,1483,8223,7,13,0.87,0.44,Road,2,4
SHP097500,SUP003,Tablet,Vietnam,France,757,5729,12,17,0.81,0.44,Air,0,6
SHP087234,SUP002,Smartphone,Germany,UK,4389,2314,27,37,0.71,0.71,Air,1,8
SHP092875,SUP009,SSD,India,France,640,7967,18,26,0.96,0.89,Air,4,9
SHP101268,SUP005,Monitor,China,UK,1264,6426,18,21,0.92,0.76,Road,0,0
SHP037466,SUP006,Printer,India,France,2930,5180,27,26,0.76,0.64,Air,0,0
SHP076474,SUP001,Monitor,South Korea,Singapore,901,9260,29,34,0.95,0.24,Road,1,0
SHP062442,SUP003,Laptop,Vietnam,France,2238,9835,6,14,0.87,0.88,Road,1,6
SHP010569,SUP010,Microchip,Japan,India,4040,1495,28,37,0.87,0.33,Sea,1,0
SHP020572,SUP002,Keyboard,USA,Singapore,4513,9259,7,19,0.72,0.75,Sea,2,6
SHP055471,SUP009,Microchip,Japan,Singapore,3459,3908,6,14,0.75,0.35,Air,4,5
SHP049719,SUP003,Printer,USA,France,266,368,4,12,0.78,0.93,Road,3,6
SHP035661,SUP008,Smartphone,India,Singapore,3261,9543,23,38,0.81,0.58,Sea,1,6
SHP055656,SUP002,Microchip,China,India,4450,2162,8,11,0.84,0.03,Air,2,4
SHP059715,SUP002,Smartphone,Taiwan,France,2957,8809,27,41,0.82,0.45,Sea,3,8
SHP055760,SUP008,Smartphone,Japan,USA,3672,6811,27,43,0.98,0.6,Sea,4,7
SHP109384,SUP007,Microchip,Japan,Germany,953,2164,14,18,0.93,0.39,Air,1,2
SHP005529,SUP002,SSD,India,UK,2545,6731,17,26,0.86,0.43,Air,3,7
SHP038928,SUP010,Router,China,Singapore,4984,8579,30,41,0.78,0.43,Sea,1,4
SHP056911,SUP008,SSD,India,Germany,4975,4709,30,35,0.84,0.4,Air,2,6
SHP103290,SUP005,Microchip,China,UK,3841,1803,23,29,0.75,0.06,Road,0,5
SHP023114,SUP006,Microchip,China,Canada,4787,9746,23,35,0.85,0.71,Rail,1,6
SHP068676,SUP004,Router,China,Canada,4255,3395,17,22,0.9,0.2,Sea,0,0
SHP085542,SUP003,Monitor,USA,Canada,3520,9522,9,14,0.85,0.38,Sea,4,0
SHP072004,SUP005,Headphones,Germany,USA,3195,5642,6,15,0.73,0.25,Rail,2,6
SHP092406,SUP002,Laptop,Vietnam,France,4862,1411,11,24,0.98,0.74,Sea,2,8
SHP014226,SUP010,SSD,India,India,2492,1775,9,18,0.83,0.4,Sea,1,0
SHP103186,SUP002,SSD,Taiwan,France,240,1475,5,8,0.95,0.34,Air,4,0
SHP085751,SUP004,Smartphone,India,Australia,1918,6915,3,13,0.86,0.57,Road,4,5
SHP055593,SUP006,Microchip,China,USA,724,7028,5,15,0.96,0.71,Sea,2,5
SHP057102,SUP003,Microchip,USA,Germany,1651,5649,16,22,0.93,0.27,Sea,3,0
SHP072887,SUP010,Headphones,Germany,Germany,3794,9904,13,24,1.0,0.33,Air,4,9
SHP046019,SUP008,Router,China,India,2769,8086,7,10,0.84,0.07,Road,1,0
SHP105751,SUP002,Smartphone,South Korea,Australia,2326,3947,4,14,0.89,0.57,Road,3,9
SHP058241,SUP010,Microchip,USA,Canada,4077,9123,29,33,0.76,0.43,Air,4,5
SHP031389,SUP005,Mouse,China,Singapore,680,9416,4,9,0.99,0.31,Sea,1,0
SHP055556,SUP003,Microchip,India,Canada,2324,9348,11,10,0.87,0.95,Air,3,0
SHP012934,SUP009,Monitor,India,Australia,1501,3567,22,36,0.76,0.5,Sea,1,5
SHP071986,SUP010,Tablet,Japan,USA,982,4517,5,9,0.98,0.09,Rail,0,0
SHP005163,SUP002,Monitor,USA,Singapore,3052,2813,10,25,0.81,0.8,Sea,2,6
SHP090093,SUP004,Mouse,China,India,1111,3842,5,5,0.84,0.31,Air,3,0
SHP053628,SUP004,Mouse,Japan,Canada,1098,3362,21,29,0.81,0.97,Air,0,7
SHP083504,SUP001,SSD,India,Australia,3217,2692,14,15,0.89,0.11,Road,3,0
SHP058114,SUP002,Microchip,Taiwan,Canada,2859,5916,21,35,0.7,0.13,Road,0,9
SHP023867,SUP008,Keyboard,China,USA,1633,1848,7,16,0.81,0.96,Road,3,6
SHP014797,SUP010,Microchip,South Korea,Australia,2430,5793,11,16,0.92,0.12,Air,1,2
SHP062162,SUP005,Tablet,Japan,India,4610,4608,14,16,0.88,0.23,Air,1,0
SHP032108,SUP001,Printer,Germany,France,3808,7202,29,36,0.84,0.03,Sea,0,0
SHP093428,SUP010,Monitor,India,France,2332,3097,12,19,0.74,0.81,Air,4,8
SHP088049,SUP001,Tablet,Japan,UK,1256,6774,27,33,0.84,0.65,Rail,0,4
SHP095203,SUP007,Router,China,Germany,2821,9046,30,35,0.85,0.16,Sea,4,0
SHP103513,SUP008,Microchip,India,UK,90,5317,15,14,0.76,0.58,Air,2,0
SHP094566,SUP008,Laptop,Taiwan,USA,1021,3058,26,33,0.89,0.11,Road,3,4
SHP069823,SUP002,Smartphone,Taiwan,Australia,816,5906,21,25,0.93,0.69,Air,0,3
SHP091608,SUP002,Monitor,China,Australia,3451,6523,3,19,0.93,0.83,Sea,3,10
SHP095282,SUP008,Mouse,South Korea,Australia,355,2256,24,29,0.71,0.61,Air,4,5
SHP050958,SUP008,Monitor,India,USA,170,8412,7,16,0.75,0.74,Sea,4,4
SHP013679,SUP002,SSD,South Korea,Canada,2270,6722,10,15,0.82,0.32,Rail,1,0
SHP087166,SUP002,Laptop,Japan,Canada,4964,6381,3,5,0.77,0.91,Road,0,0
SHP090219,SUP007,Microchip,Germany,USA,4733,9309,25,35,0.8,0.9,Road,4,9
SHP092604,SUP003,Printer,Germany,France,4369,6135,13,23,0.88,0.4,Air,1,8
SHP030199,SUP003,Laptop,Taiwan,India,3151,4308,19,25,0.78,0.15,Road,4,5
SHP025997,SUP002,Mouse,China,Germany,979,7343,26,32,0.93,0.48,Sea,3,0
SHP061881,SUP005,Smartphone,USA,USA,1358,6224,20,25,0.78,0.94,Sea,0,0
SHP023700,SUP002,Tablet,Vietnam,Germany,3454,2877,26,36,0.88,0.37,Road,0,7
SHP046463,SUP004,Microchip,Taiwan,Australia,3200,6620,17,36,0.78,0.86,Sea,3,10
SHP052759,SUP010,Mouse,India,Australia,3553,2269,24,38,0.93,0.1,Sea,3,5
SHP032805,SUP009,Smartphone,South Korea,France,2148,3095,5,11,0.96,0.67,Road,4,5
SHP016341,SUP001,Microchip,South Korea,France,4879,5545,28,28,0.89,0.43,Air,0,0
SHP012497,SUP001,SSD,Taiwan,UK,434,8180,22,25,0.79,0.07,Rail,1,0
SHP093039,SUP009,Smartphone,Germany,France,1029,8646,22,29,0.98,0.75,Sea,2,0
SHP006916,SUP002,Headphones,Japan,UK,3825,7853,30,35,0.97,0.99,Air,0,5
SHP100694,SUP005,Microchip,China,France,112,6476,28,38,0.96,0.02,Sea,1,4
SHP041021,SUP006,Headphones,Taiwan,UK,1725,5387,21,35,0.85,0.2,Rail,4,8
SHP097806,SUP010,SSD,Vietnam,USA,3157,3841,3,12,0.96,0.2,Sea,0,4
SHP016367,SUP008,Laptop,Japan,USA,1772,8947,4,9,0.94,0.7,Air,1,4
SHP092080,SUP005,Printer,Vietnam,Canada,2532,6607,24,39,0.81,0.62,Sea,3,7
SHP103427,SUP008,Router,USA,USA,2877,9431,4,10,0.99,0.3,Air,0,6
SHP102077,SUP004,Tablet,India,France,714,3206,15,25,0.75,0.41,Road,4,8
SHP103929,SUP002,SSD,Japan,UK,2740,638,3,12,0.78,0.25,Sea,0,0
SHP002617,SUP008,Headphones,Taiwan,Canada,1559,6876,28,38,0.71,0.0,Sea,4,5
SHP059580,SUP008,Laptop,USA,Canada,604,1599,30,33,0.79,0.07,Air,1,3
SHP006951,SUP006,Smartphone,USA,France,2361,8483,23,37,0.96,0.51,Road,3,9
SHP077776,SUP009,Microchip,USA,France,3529,6515,25,24,0.94,0.45,Air,2,0
SHP092330,SUP009,Monitor,Germany,Singapore,1814,523,3,11,0.71,0.76,Air,4,6
SHP093749,SUP008,Tablet,China,France,1262,1418,19,24,0.86,0.34,Road,3,0
SHP027139,SUP008,Microchip,Taiwan,USA,1034,4934,20,29,0.83,0.37,Rail,3,5
SHP075880,SUP003,SSD,USA,Australia,484,4208,24,31,0.94,0.84,Road,1,3
SHP066086,SUP001,Microchip,Taiwan,Canada,4169,4999,17,28,0.83,0.26,Sea,3,5
SHP099256,SUP004,Headphones,South Korea,Australia,2973,7222,17,24,0.9,0.3,Road,1,2
SHP098087,SUP010,Tablet,Taiwan,Canada,3075,9769,8,14,0.84,0.72,Road,0,4
SHP100102,SUP006,Laptop,Vietnam,UK,3538,6066,26,29,0.81,0.76,Air,1,0
SHP045980,SUP007,SSD,USA,Australia,3749,7045,22,37,0.86,0.93,Sea,0,10
SHP105507,SUP001,Microchip,China,India,4525,3149,17,32,0.79,0.45,Sea,1,6
SHP041775,SUP001,Smartphone,Germany,USA,974,7988,12,25,0.74,0.83,Sea,1,5
SHP092002,SUP009,Microchip,USA,USA,4507,3809,13,28,0.72,0.7,Sea,4,6
SHP043162,SUP009,Mouse,Japan,Singapore,3125,816,23,41,0.94,0.18,Sea,2,9
SHP092798,SUP009,Smartphone,China,Canada,2574,653,15,25,0.71,0.2,Rail,4,6
SHP095846,SUP006,Headphones,Japan,Canada,1290,9120,15,16,0.75,0.74,Air,0,0
SHP038451,SUP005,Monitor,USA,Singapore,810,7504,30,34,0.77,0.01,Rail,1,0
SHP087673,SUP008,Mouse,Vietnam,Australia,237,4904,10,13,0.9,0.57,Air,2,0
SHP029536,SUP010,Router,South Korea,India,2564,1919,15,16,0.99,1.0,Air,1,0
SHP092636,SUP010,SSD,Germany,UK,3499,6308,11,14,0.72,0.06,Road,4,0
SHP088522,SUP009,Laptop,Taiwan,India,446,6338,3,11,0.82,0.44,Sea,1,0
SHP107784,SUP001,Smartphone,India,India,1624,9205,12,20,0.82,0.4,Sea,4,0
SHP025110,SUP002,Microchip,India,Canada,3043,1604,26,35,0.94,0.73,Sea,0,0
SHP047009,SUP005,Microchip,Vietnam,Singapore,736,6577,14,23,0.73,0.32,Sea,2,4
SHP105489,SUP004,Keyboard,China,Singapore,394,3761,20,19,0.95,0.57,Air,1,0
SHP039587,SUP004,Smartphone,Vietnam,Australia,2178,1913,17,25,0.74,0.82,Road,0,6
SHP043157,SUP001,Mouse,Taiwan,Singapore,390,4946,30,33,0.8,0.23,Road,2,0
SHP022956,SUP008,Monitor,China,Germany,2035,1845,27,37,0.77,0.16,Sea,2,5
SHP071870,SUP005,Microchip,India,India,2450,4265,8,13,0.88,0.64,Road,1,0
SHP046794,SUP009,Microchip,Vietnam,USA,751,1748,9,9,0.99,0.91,Air,2,0
SHP095453,SUP005,Microchip,Vietnam,UK,610,5880,4,9,0.98,0.84,Sea,4,0
SHP082770,SUP001,Microchip,India,Canada,909,3033,9,13,0.81,0.33,Rail,3,0
SHP036098,SUP002,Smartphone,China,Germany,1052,8160,10,16,0.74,0.59,Air,4,6
SHP072146,SUP003,Microchip,Vietnam,Germany,3431,5240,5,7,0.78,0.74,Air,3,0
SHP104888,SUP007,Mouse,Vietnam,Canada,2969,1500,7,9,0.72,0.86,Road,4,0
SHP031497,SUP010,Router,Germany,Singapore,2705,6204,14,14,0.84,0.27,Air,1,0
SHP037297,SUP001,Headphones,China,Singapore,1307,7266,19,27,0.79,0.53,Air,2,5
SHP097196,SUP006,Keyboard,USA,Australia,4609,5320,13,20,0.98,0.2,Rail,4,4
SHP100070,SUP009,Keyboard,China,USA,1623,6659,9,9,0.83,0.18,Air,1,0
SHP075466,SUP001,Smartphone,South Korea,Australia,845,7641,22,28,0.97,0.16,Sea,3,0
SHP083295,SUP005,Headphones,Japan,Germany,3969,4225,7,16,0.76,0.01,Air,4,7
SHP064150,SUP003,Monitor,China,USA,1831,7196,5,9,0.82,0.0,Road,3,0
SHP040228,SUP005,SSD,Vietnam,Canada,470,1684,18,21,0.75,0.21,Road,1,0
SHP097762,SUP001,Tablet,India,USA,1890,7783,11,17,0.95,0.48,Sea,1,0
SHP020227,SUP002,Smartphone,Japan,Germany,3600,6357,6,10,0.79,0.54,Rail,2,0
SHP056371,SUP003,Mouse,Vietnam,Australia,2367,7598,4,17,0.83,0.75,Road,1,8
SHP057630,SUP004,Mouse,India,Australia,1390,4797,22,28,0.93,0.75,Air,4,7
SHP055629,SUP007,Mouse,USA,Australia,2517,7494,9,18,0.71,0.71,Air,3,6
SHP033354,SUP008,Keyboard,India,India,4518,958,26,29,0.87,0.7,Air,0,0
SHP095125,SUP003,Keyboard,Japan,Australia,2129,5874,7,10,0.94,0.19,Air,2,3
SHP014286,SUP007,Laptop,Vietnam,Australia,362,5741,6,11,0.93,0.91,Sea,4,0
SHP065004,SUP001,Mouse,Japan,France,3610,1441,20,28,0.93,0.51,Rail,4,5
SHP092044,SUP010,Mouse,China,Singapore,4916,5480,23,31,0.9,0.33,Sea,1,0
SHP077647,SUP003,Laptop,USA,USA,1946,6684,12,19,0.86,0.5,Air,0,4
SHP032380,SUP010,Tablet,Taiwan,Australia,4123,2919,3,11,0.99,0.7,Road,1,3
SHP092463,SUP005,Printer,China,UK,796,9022,29,35,0.78,0.23,Road,1,5
SHP004040,SUP007,Headphones,India,India,2241,2546,9,20,0.9,0.75,Sea,1,5
SHP090290,SUP002,Microchip,India,Germany,1142,3712,19,33,0.74,0.92,Sea,0,8
SHP031006,SUP001,Laptop,Taiwan,Singapore,2192,8537,30,40,0.94,0.69,Road,3,6
SHP088287,SUP006,Mouse,India,Singapore,4244,7103,25,43,0.96,0.82,Sea,4,9
SHP100634,SUP001,Keyboard,South Korea,Australia,97,3809,7,15,0.86,0.77,Sea,2,0
SHP081186,SUP005,Microchip,Vietnam,Germany,3798,2589,28,42,0.75,0.38,Sea,3,6
SHP005065,SUP008,Microchip,USA,Canada,2855,5501,14,30,0.95,0.69,Sea,3,7
SHP005030,SUP003,Mouse,Japan,Australia,4757,1396,22,37,0.91,0.52,Sea,1,6
SHP029833,SUP008,Router,China,UK,244,9632,4,6,0.91,0.99,Road,2,0
SHP015807,SUP008,Smartphone,Taiwan,Singapore,3183,4054,16,28,0.74,0.03,Road,4,7
SHP016810,SUP010,Headphones,India,France,4360,4944,9,14,0.79,0.63,Road,3,0
SHP023948,SUP002,Microchip,China,Canada,2178,7026,27,29,0.95,0.61,Rail,0,0
SHP082263,SUP005,Laptop,Germany,USA,3919,8247,12,14,0.98,0.08,Air,4,0
SHP037003,SUP006,Smartphone,India,Germany,841,6253,28,32,0.91,0.74,Road,1,2
SHP033962,SUP005,Monitor,Vietnam,France,1923,3858,16,21,0.96,0.6,Air,4,6
SHP027047,SUP009,Microchip,Vietnam,UK,3170,495,3,9,0.71,0.63,Sea,0,0
SHP016592,SUP006,Router,China,Canada,3299,4525,13,22,0.77,0.98,Sea,0,0
SHP029919,SUP006,Keyboard,Vietnam,UK,2048,4682,24,34,0.72,0.62,Sea,0,3
SHP029613,SUP004,Monitor,Japan,France,2043,4668,23,32,0.93,0.42,Sea,1,0
SHP081649,SUP008,Router,Taiwan,Singapore,948,5472,8,13,0.81,0.1,Road,4,0
SHP041142,SUP007,Smartphone,Taiwan,France,4113,3860,20,23,0.88,0.07,Road,0,0
SHP028200,SUP003,Tablet,Vietnam,Australia,1018,3015,13,13,0.87,0.12,Air,2,0
SHP004669,SUP008,Microchip,Japan,Germany,2160,8918,12,20,1.0,0.46,Air,1,5
SHP030308,SUP009,Tablet,USA,USA,3681,4710,23,35,0.87,0.33,Sea,3,3
SHP068176,SUP006,Laptop,South Korea,France,4348,9090,4,10,0.91,0.22,Sea,3,0
SHP044286,SUP006,Microchip,Germany,Germany,2346,3369,29,41,0.8,0.93,Sea,3,5
SHP107556,SUP001,Keyboard,South Korea,UK,651,276,30,29,0.95,0.81,Air,2,0
SHP022058,SUP001,Microchip,Taiwan,France,3691,8900,7,12,0.91,0.24,Road,0,0
SHP019815,SUP004,Router,Vietnam,UK,4924,9733,19,29,0.83,0.23,Air,0,9
SHP085205,SUP007,Microchip,Germany,France,2898,2025,13,16,0.72,0.54,Road,2,0
SHP001217,SUP001,Smartphone,Japan,Canada,1984,1120,19,27,0.89,0.53,Road,3,3
SHP023433,SUP004,Smartphone,South Korea,France,1630,4384,25,33,0.74,0.2,Sea,3,0
SHP004300,SUP005,Monitor,China,Australia,2186,8433,10,16,0.84,0.14,Sea,2,0
SHP004342,SUP009,Microchip,China,Singapore,1924,3667,22,33,0.95,0.59,Air,2,8
SHP073377,SUP002,Headphones,India,USA,3467,1607,16,27,0.78,0.77,Air,4,9
SHP014946,SUP002,Keyboard,South Korea,France,3293,5456,7,6,0.97,0.41,Air,0,0
SHP054050,SUP007,Keyboard,Japan,Australia,3802,4342,5,12,0.89,0.91,Road,4,5
SHP042555,SUP001,Monitor,China,France,4915,9584,25,35,0.92,0.53,Air,4,10
SHP094641,SUP003,Keyboard,Germany,France,4926,3881,24,39,0.96,0.52,Sea,3,9
SHP061660,SUP006,Smartphone,Vietnam,Singapore,2785,3042,15,20,0.78,0.54,Air,2,5
SHP108403,SUP003,Smartphone,Japan,India,4020,1562,11,16,0.77,0.2,Sea,4,0
SHP103129,SUP005,Smartphone,India,France,2551,7531,18,22,0.97,0.36,Road,1,0
SHP101934,SUP006,Tablet,Germany,UK,1938,9426,14,23,0.93,0.05,Sea,0,3
SHP106156,SUP005,Laptop,Taiwan,Germany,520,4326,11,16,0.96,0.7,Air,4,6
SHP099871,SUP010,Microchip,Germany,Canada,3346,8973,29,34,0.99,0.34,Sea,4,0
SHP024675,SUP004,Tablet,USA,UK,363,5118,8,16,0.99,0.56,Air,0,8
SHP024534,SUP009,Tablet,South Korea,Germany,2783,6648,16,23,0.76,0.25,Sea,4,0
SHP051308,SUP007,Monitor,India,USA,4679,4065,17,26,0.84,0.3,Sea,0,3
SHP036715,SUP004,Tablet,China,USA,4287,501,4,6,0.89,0.29,Air,0,0
SHP090304,SUP008,Microchip,India,USA,3507,8695,8,15,0.83,0.55,Air,2,4
SHP018872,SUP005,Router,USA,Singapore,3267,4437,18,17,0.92,0.66,Air,2,0
SHP009448,SUP002,SSD,Japan,Germany,369,3967,15,24,0.99,0.86,Road,0,6
SHP109929,SUP010,Microchip,India,USA,1060,9486,25,39,0.9,0.13,Sea,4,5
SHP000587,SUP010,Keyboard,Japan,Canada,3904,2472,27,35,0.71,0.57,Road,1,7
SHP059012,SUP009,Smartphone,Germany,France,4190,6296,25,36,0.77,0.9,Road,0,7
SHP064065,SUP009,Microchip,Taiwan,UK,2622,1173,30,42,0.93,0.59,Sea,2,4
SHP091298,SUP010,Microchip,Vietnam,Canada,4369,7907,14,20,0.91,0.16,Sea,0,0
SHP001624,SUP006,Headphones,South Korea,India,2062,2050,5,11,0.76,0.15,Rail,4,4
SHP004046,SUP009,Mouse,South Korea,UK,3676,178,27,30,0.75,0.32,Road,1,0
SHP000007,SUP003,Tablet,USA,Singapore,3353,7560,30,42,0.7,0.96,Road,4,10
SHP072920,SUP003,Microchip,Germany,Singapore,1167,7546,6,15,0.87,0.69,Rail,3,6
SHP059154,SUP003,Keyboard,Taiwan,Australia,4224,7158,11,14,0.97,0.05,Air,0,0
SHP029202,SUP004,Laptop,Taiwan,Singapore,3711,8510,7,12,0.99,0.34,Road,1,0
SHP010959,SUP003,Tablet,Vietnam,Germany,474,3290,5,18,0.76,0.36,Sea,4,6
SHP067705,SUP002,Laptop,South Korea,USA,4333,630,3,12,0.83,0.2,Road,4,8
SHP093975,SUP003,Microchip,China,France,1027,203,11,17,0.92,0.08,Air,4,4
SHP076402,SUP001,Laptop,Taiwan,France,123,9191,18,25,0.81,0.93,Air,1,4
SHP046138,SUP005,SSD,Germany,India,1916,1748,7,16,0.75,0.37,Sea,0,0
SHP086394,SUP005,Microchip,South Korea,Germany,3414,1929,27,26,0.94,0.24,Air,3,0
SHP090387,SUP010,Mouse,USA,Australia,169,3111,29,42,0.88,0.01,Sea,2,5
SHP063234,SUP010,Smartphone,India,Canada,2533,7068,11,10,0.98,0.49,Air,0,0
SHP103361,SUP007,Microchip,Germany,Germany,3113,214,3,6,0.8,0.17,Air,1,0
SHP062914,SUP004,Laptop,Taiwan,Germany,2271,9020,5,15,0.92,0.71,Sea,3,5
SHP091797,SUP007,Microchip,India,India,2459,3287,21,25,0.71,0.54,Rail,1,0
SHP014023,SUP006,Monitor,Vietnam,Germany,4800,7363,16,21,0.85,0.24,Road,1,0
SHP033588,SUP007,Laptop,Japan,USA,3498,6116,9,16,0.95,0.61,Sea,1,2
SHP044264,SUP001,Router,Germany,Australia,4687,1843,26,39,0.71,0.47,Sea,2,5
SHP065042,SUP001,Tablet,USA,Germany,4565,4670,13,20,0.76,0.05,Air,2,4
SHP019914,SUP001,Router,India,India,1209,3125,16,30,0.92,0.9,Sea,3,9
SHP095105,SUP001,Smartphone,South Korea,France,4017,4732,25,36,0.76,0.24,Sea,1,2
SHP075981,SUP010,Monitor,Taiwan,UK,429,5580,19,25,0.98,0.69,Air,1,7
SHP032944,SUP008,Printer,China,Canada,4286,121,24,35,0.96,0.71,Sea,3,5
SHP099952,SUP004,Headphones,India,France,2209,4893,11,15,0.88,0.48,Road,2,0
SHP036709,SUP002,Mouse,South Korea,UK,468,3871,6,15,0.71,0.53,Sea,0,0
SHP050780,SUP001,Laptop,India,Australia,2080,8858,9,14,0.86,0.55,Air,0,6
SHP068827,SUP008,Microchip,Germany,Australia,4561,6172,7,9,0.98,0.85,Road,1,0
SHP076882,SUP005,Microchip,Japan,Singapore,2515,253,17,28,0.9,0.15,Sea,2,5
SHP098320,SUP010,Router,Vietnam,Australia,516,3745,19,34,0.81,0.31,Sea,0,8
SHP098664,SUP007,Printer,Germany,France,4083,528,8,7,0.72,0.53,Air,0,0
SHP065405,SUP006,Microchip,USA,UK,2544,3965,7,6,0.81,0.19,Air,2,0
SHP004551,SUP010,SSD,South Korea,India,4590,8885,18,27,0.87,0.82,Sea,0,0
SHP013598,SUP004,Laptop,Vietnam,Germany,3903,2758,27,32,0.82,0.34,Road,0,4
SHP032293,SUP005,Router,Germany,Germany,3469,5875,8,17,0.92,0.73,Sea,0,0
SHP040239,SUP007,Smartphone,South Korea,Australia,2413,2835,19,20,0.72,0.28,Air,1,0
SHP089604,SUP007,Microchip,Taiwan,UK,4132,6530,30,36,0.78,0.51,Sea,0,0
SHP031589,SUP010,Microchip,Japan,USA,2255,3196,29,35,0.79,0.59,Rail,2,0
SHP057612,SUP007,SSD,Japan,India,108,5063,4,18,0.94,0.96,Air,3,11
SHP057189,SUP001,Laptop,Germany,Australia,4306,1458,11,24,0.76,0.65,Sea,0,5
SHP097489,SUP010,Microchip,Taiwan,France,2146,5605,28,34,0.74,0.86,Road,4,5
SHP104083,SUP003,Monitor,Taiwan,India,1996,7629,23,32,0.79,0.14,Sea,3,3
SHP045165,SUP003,SSD,Taiwan,Germany,851,8071,29,29,0.88,0.5,Air,2,0
SHP015034,SUP006,Smartphone,South Korea,India,1905,6735,13,14,0.83,0.83,Air,0,0
SHP097557,SUP009,Router,Japan,Germany,2929,1956,8,16,0.96,0.28,Road,1,5
SHP060619,SUP003,Router,India,India,2862,6309,6,14,0.81,0.38,Road,2,4
SHP039232,SUP009,Laptop,South Korea,Canada,2121,1099,15,29,0.96,0.5,Sea,3,6
SHP036965,SUP004,Laptop,Japan,Australia,3902,1588,21,22,0.88,0.08,Air,0,0
SHP035706,SUP004,Microchip,South Korea,Canada,4045,3254,18,23,0.93,0.29,Sea,1,0
SHP079281,SUP006,Monitor,Taiwan,Australia,1233,505,14,27,0.76,0.82,Sea,0,4
SHP053853,SUP008,Microchip,Germany,Australia,288,8290,26,44,0.87,0.58,Sea,4,9
SHP061320,SUP007,Monitor,USA,Australia,3543,4558,17,27,0.98,0.97,Rail,0,4
SHP104401,SUP002,Monitor,Vietnam,Singapore,4033,6671,21,30,0.9,0.14,Sea,1,2
SHP029325,SUP003,Router,USA,USA,2384,5283,16,30,0.74,0.77,Sea,3,7
SHP047201,SUP002,Monitor,USA,Australia,1149,4008,14,28,0.72,0.91,Rail,0,8
SHP094828,SUP003,Microchip,India,USA,3407,4684,19,23,0.9,0.88,Rail,1,0
SHP056288,SUP004,Microchip,India,Singapore,821,6440,17,23,1.0,0.56,Rail,0,0
SHP033769,SUP005,Laptop,Vietnam,USA,4811,1772,30,31,0.7,0.98,Air,1,0
SHP040148,SUP005,Microchip,Taiwan,India,3479,2861,26,33,0.97,0.33,Sea,0,0
SHP005300,SUP009,Microchip,USA,India,3759,9867,5,14,0.81,0.88,Air,3,7
SHP046635,SUP009,Tablet,Germany,India,4750,4630,16,22,0.76,0.79,Air,0,6
SHP006826,SUP010,Laptop,India,Germany,4361,3790,6,12,0.98,0.24,Air,4,5
SHP078984,SUP008,Keyboard,India,Singapore,1535,1279,30,39,0.75,0.89,Air,2,6
SHP072348,SUP008,Monitor,China,UK,937,3783,24,38,0.95,0.7,Sea,4,6
SHP041967,SUP005,Microchip,Germany,France,2412,9972,30,31,0.95,0.36,Air,1,0
SHP017279,SUP007,Microchip,Japan,Germany,1633,8236,21,31,0.98,0.74,Air,4,9
SHP105668,SUP002,Microchip,Japan,Germany,4882,8030,10,18,0.89,0.63,Sea,2,0
SHP029461,SUP006,Printer,Taiwan,India,2403,6551,28,38,0.72,0.42,Sea,1,5
SHP083886,SUP005,SSD,USA,Canada,4860,7341,19,35,0.99,0.32,Sea,3,8
SHP058422,SUP003,Microchip,China,France,316,4329,26,27,0.74,0.08,Air,0,0
SHP075798,SUP002,Laptop,China,France,2886,7891,28,39,0.97,0.44,Sea,4,6
SHP012409,SUP005,Laptop,Japan,USA,2097,5615,9,22,0.83,0.88,Road,2,8
SHP034772,SUP007,Microchip,USA,USA,3998,965,4,9,0.83,0.37,Rail,4,0
SHP081453,SUP003,Router,South Korea,Canada,918,7526,24,35,0.79,0.87,Sea,2,6
SHP065589,SUP003,Microchip,South Korea,Singapore,4354,2595,19,33,0.86,0.7,Sea,2,6
SHP089941,SUP009,Laptop,India,India,1805,3398,4,12,0.95,0.16,Sea,0,0
SHP073005,SUP008,Printer,China,USA,1044,8474,9,16,0.85,0.07,Sea,0,0
SHP085608,SUP007,Microchip,USA,USA,2003,6521,4,16,0.74,0.86,Sea,1,3
SHP096965,SUP004,Laptop,India,Germany,1828,1986,27,39,0.8,0.79,Rail,3,8
SHP109888,SUP008,Microchip,Vietnam,Canada,212,6646,4,10,0.97,0.04,Sea,3,0
SHP073874,SUP009,Smartphone,Germany,Canada,3562,709,10,19,0.91,0.16,Road,2,5
SHP106818,SUP007,Microchip,Japan,USA,833,2465,16,27,0.76,0.79,Road,3,7
SHP077793,SUP003,Mouse,India,Canada,2259,3886,17,24,1.0,0.79,Sea,4,0
SHP079248,SUP010,Mouse,South Korea,Australia,2671,2471,9,16,0.74,0.03,Sea,3,0
SHP044103,SUP010,Printer,Taiwan,USA,4562,8945,29,29,0.83,0.94,Air,2,0
SHP104203,SUP002,Microchip,Vietnam,Singapore,2623,4251,8,11,0.82,0.23,Air,2,0
SHP011319,SUP006,Monitor,China,France,1658,133,3,8,0.99,0.8,Road,2,4
SHP094249,SUP009,Mouse,China,Germany,96,8418,28,41,0.78,0.01,Sea,2,6
SHP032548,SUP004,Microchip,USA,India,4292,4066,17,21,0.79,0.72,Air,4,5
