shipment_id,supplier_id,product,origin,destination,order_quantity,inventory_level,historical_lead_time,current_lead_time,supplier_reliability,weather_risk,transportation_mode,previous_delays,delay_days
SHP047433,SUP001,Headphones,India,Germany,2192,8435,18,34,0.77,0.13,Sea,7,17
SHP047434,SUP009,Headphones,Vietnam,Singapore,121,3466,8,15,0.99,0.42,Road,1,9
SHP047435,SUP008,Printer,USA,France,3912,1293,19,39,0.75,0.24,Road,7,18
SHP047436,SUP008,Tablet,USA,Singapore,4810,8567,12,22,0.83,0.06,Rail,5,10
SHP047437,SUP007,Headphones,Taiwan,Australia,715,6098,26,41,0.86,0.85,Sea,3,14
SHP047438,SUP009,Printer,Germany,India,1162,5654,7,17,0.79,0.2,Sea,3,9
SHP047439,SUP003,Laptop,Taiwan,USA,1967,5260,25,41,0.81,0.35,Sea,5,15
SHP047440,SUP007,Router,South Korea,Singapore,900,6912,27,39,0.87,0.78,Rail,3,13
SHP047441,SUP006,Microchip,Germany,UK,1400,2191,8,26,0.84,0.85,Rail,5,18
SHP047442,SUP005,Printer,China,Singapore,1975,2307,26,35,0.76,0.25,Road,3,10
SHP047443,SUP009,Tablet,Japan,India,3654,4775,21,34,0.96,0.15,Sea,4,11
SHP047444,SUP004,Router,Japan,Canada,3099,6639,5,17,0.95,0.67,Road,1,10
SHP047445,SUP003,Microchip,Japan,Singapore,4890,2056,29,52,0.88,0.89,Sea,4,21
SHP047446,SUP003,Mouse,USA,USA,1583,9563,3,15,0.9,0.58,Road,2,9
SHP047447,SUP002,Smartphone,Germany,Germany,2187,5279,19,43,0.81,0.87,Sea,7,25
SHP047448,SUP001,Mouse,Vietnam,Singapore,2009,6975,29,50,0.87,0.55,Air,5,19
SHP047449,SUP003,Printer,China,India,925,8668,13,33,0.85,0.48,Sea,6,21
SHP047450,SUP008,Mouse,South Korea,France,2566,934,27,50,0.83,1.0,Road,6,22
SHP047451,SUP006,Keyboard,India,India,3596,4601,7,14,0.93,0.02,Rail,2,5
SHP047452,SUP002,Laptop,China,India,349,8162,7,17,0.91,0.29,Sea,1,8
SHP047453,SUP008,Microchip,Germany,India,3254,9411,25,36,0.86,0.52,Road,2,12
SHP047454,SUP005,Tablet,South Korea,Australia,4885,5282,10,27,0.79,0.1,Air,6,15
SHP047455,SUP004,Printer,China,Canada,3344,8855,11,25,0.94,0.04,Air,7,15
SHP047456,SUP001,Mouse,India,France,4855,3100,10,21,0.75,0.14,Air,0,10
SHP047457,SUP001,Monitor,Japan,Singapore,894,1722,29,48,0.85,0.98,Air,3,17
SHP047458,SUP004,Mouse,India,Germany,2720,5852,25,33,0.96,0.37,Air,0,7
SHP047459,SUP009,Tablet,Vietnam,Singapore,873,7498,4,17,0.87,0.46,Air,5,13
SHP047460,SUP010,Headphones,Vietnam,Germany,690,5043,13,32,0.78,0.99,Sea,5,21
SHP047461,SUP010,Monitor,USA,USA,4787,1519,19,39,0.72,0.4,Rail,5,17
SHP047462,SUP006,Keyboard,South Korea,UK,3651,4781,30,55,0.99,0.79,Sea,6,22
SHP047463,SUP001,Router,USA,Germany,2225,2233,6,12,0.96,0.71,Air,2,7
SHP047464,SUP008,Router,USA,Canada,2734,9695,24,39,0.77,0.66,Sea,5,13
SHP047465,SUP009,Mouse,USA,Australia,1970,4214,18,31,0.8,0.59,Air,5,15
SHP047466,SUP002,Monitor,India,Germany,393,1557,17,25,0.91,0.97,Road,0,8
SHP047467,SUP006,Monitor,Germany,Canada,3588,9837,20,44,0.72,0.72,Sea,4,21
SHP047468,SUP007,Monitor,Taiwan,Australia,4351,4978,26,43,0.74,0.85,Air,3,15
SHP047469,SUP001,Printer,China,Canada,3294,4675,21,36,0.89,0.39,Sea,4,15
SHP047470,SUP005,Laptop,Germany,India,4690,3820,30,44,1.0,0.51,Sea,4,14
SHP047471,SUP005,SSD,USA,UK,4473,2334,13,31,0.83,0.7,Air,3,17
SHP047472,SUP003,SSD,Japan,Germany,1386,7475,4,24,0.88,0.98,Road,7,21
SHP047473,SUP002,Tablet,South Korea,France,2574,6597,7,19,0.75,0.1,Air,4,10
SHP047474,SUP001,Headphones,USA,Germany,4242,5992,15,30,0.8,0.6,Road,1,13
SHP047475,SUP006,Tablet,South Korea,USA,2073,9194,30,46,0.73,0.29,Rail,6,14
SHP047476,SUP007,Monitor,Japan,India,2138,4433,29,41,0.87,0.87,Road,2,11
SHP047477,SUP002,Tablet,Japan,Australia,204,4594,3,22,0.73,0.78,Road,4,16
SHP047478,SUP002,Headphones,India,Germany,3698,4874,21,34,0.73,0.31,Rail,4,13
SHP047479,SUP005,Monitor,Taiwan,Canada,2194,2369,9,30,0.72,0.92,Air,4,20
SHP047480,SUP005,Keyboard,Germany,France,4088,884,9,30,0.73,0.72,Air,6,18
SHP047481,SUP003,Printer,Japan,France,2112,8026,26,37,0.71,0.28,Sea,0,11
SHP047482,SUP003,Headphones,India,UK,1087,2695,16,25,0.97,0.49,Air,1,8
SHP047483,SUP001,Microchip,India,India,715,892,28,39,0.9,0.41,Air,1,10
SHP047484,SUP003,Router,China,Australia,1531,9684,18,35,0.71,0.97,Road,1,16
SHP047485,SUP009,Laptop,Taiwan,Singapore,3580,8579,19,35,0.94,0.95,Sea,4,18
SHP047486,SUP002,SSD,South Korea,Australia,3597,5440,28,43,0.91,0.74,Road,5,14
SHP047487,SUP001,Keyboard,Taiwan,Singapore,51,4288,11,22,0.79,0.14,Rail,2,8
SHP047488,SUP009,Router,Taiwan,USA,2578,5170,25,34,0.92,0.45,Road,5,11
SHP047489,SUP005,Smartphone,USA,Singapore,3503,2519,29,35,0.98,0.34,Rail,1,7
SHP047490,SUP008,Keyboard,Japan,Singapore,683,1827,8,17,1.0,0.85,Road,3,11
SHP047491,SUP004,Headphones,USA,USA,3607,9393,5,17,0.91,0.82,Sea,5,14
SHP047492,SUP008,Laptop,Japan,India,1711,752,7,22,0.95,0.31,Air,4,14
SHP047493,SUP005,Tablet,India,Singapore,3858,1120,22,32,0.91,0.61,Air,6,12
SHP047494,SUP006,Headphones,USA,Germany,125,3073,27,52,0.74,0.97,Air,5,25
SHP047495,SUP006,Router,USA,France,4480,8477,12,24,0.8,0.59,Air,1,13
SHP047496,SUP006,Laptop,USA,Canada,3202,9600,25,38,0.96,0.44,Air,7,15
SHP047497,SUP002,Keyboard,South Korea,India,4218,7916,4,15,0.91,0.72,Road,2,11
SHP047498,SUP010,Smartphone,Vietnam,Germany,1943,2513,26,44,0.87,0.79,Sea,6,19
SHP047499,SUP010,SSD,China,Singapore,4801,8567,7,20,0.95,0.24,Air,1,11
SHP047500,SUP009,Smartphone,India,France,1784,9205,22,34,0.74,0.59,Road,2,14
SHP047501,SUP007,Smartphone,Germany,India,2875,1014,7,27,0.73,0.55,Air,5,17
SHP047502,SUP003,Monitor,India,France,3892,1480,19,39,0.77,0.93,Sea,1,17
SHP047503,SUP002,Microchip,India,Canada,2114,3175,19,22,0.91,0.23,Sea,0,5
SHP047504,SUP004,Microchip,USA,France,1605,5964,11,27,0.91,0.84,Air,3,13
SHP047505,SUP008,Mouse,Vietnam,France,3633,7216,9,25,0.88,0.61,Road,1,14
SHP047506,SUP009,Microchip,Taiwan,Singapore,2502,3601,19,33,0.74,0.69,Sea,1,16
SHP047507,SUP010,Tablet,Vietnam,Germany,2935,8901,19,31,0.88,0.48,Air,4,12
SHP047508,SUP002,Mouse,USA,Canada,2826,3995,4,16,0.94,0.12,Air,5,9
SHP047509,SUP006,Smartphone,Vietnam,Australia,3645,4839,27,45,0.76,0.15,Sea,7,15
SHP047510,SUP008,Microchip,Japan,Australia,3023,5600,7,25,0.94,0.97,Sea,2,17
SHP047511,SUP003,Headphones,USA,UK,4382,779,22,47,0.76,0.67,Road,5,22
SHP047512,SUP009,Router,Taiwan,Australia,230,8885,4,19,0.84,0.88,Air,5,17
SHP047513,SUP004,Headphones,Vietnam,France,4633,1881,21,36,0.98,1.0,Air,5,17
SHP047514,SUP005,SSD,Taiwan,Canada,4558,4116,24,42,0.91,0.58,Road,7,16
SHP047515,SUP007,Microchip,Japan,Australia,1173,4290,21,37,0.76,0.71,Air,5,18
SHP047516,SUP005,Mouse,Germany,Australia,903,6534,9,23,0.74,0.63,Air,1,12
SHP047517,SUP004,Microchip,Taiwan,Germany,4392,6295,12,19,0.97,0.12,Air,4,8
SHP047518,SUP004,Monitor,Japan,Australia,2413,7924,6,7,0.98,0.11,Road,0,3
SHP047519,SUP005,Microchip,Germany,France,3971,215,9,23,0.8,0.91,Road,2,16
SHP047520,SUP003,Monitor,Japan,Canada,4910,5353,19,40,0.92,0.96,Sea,7,21
SHP047521,SUP009,Smartphone,Germany,USA,679,8013,22,34,0.9,0.46,Air,3,14
SHP047522,SUP002,SSD,Vietnam,India,4052,2327,29,41,0.92,0.51,Sea,3,12
SHP047523,SUP007,Router,Germany,India,141,7537,20,38,0.87,0.49,Sea,7,17
SHP047524,SUP004,Microchip,USA,UK,1490,3136,6,25,0.7,0.33,Sea,6,21
SHP047525,SUP008,SSD,South Korea,USA,347,1888,27,37,0.8,0.09,Sea,1,11
SHP047526,SUP007,Printer,Germany,India,285,4706,26,32,0.94,0.1,Sea,3,5
SHP047527,SUP008,Laptop,Taiwan,UK,952,8257,29,47,0.88,0.75,Rail,4,17
SHP047528,SUP004,Tablet,Taiwan,France,1670,2329,18,40,0.85,0.99,Rail,6,20
SHP047529,SUP002,Smartphone,Japan,France,4569,9952,23,37,0.9,0.37,Sea,3,15
SHP047530,SUP007,Smartphone,Japan,Germany,1090,1420,4,25,0.84,0.37,Sea,7,18
SHP047531,SUP009,Printer,Taiwan,Australia,483,598,16,29,0.86,0.67,Road,1,10
SHP047532,SUP006,Monitor,India,Canada,3036,4044,17,31,0.95,0.77,Air,1,12
SHP047533,SUP007,Headphones,USA,Singapore,1584,4471,17,36,0.79,0.3,Sea,5,17
SHP047534,SUP006,Monitor,China,Singapore,3421,573,29,45,0.98,0.4,Sea,7,17
SHP047535,SUP002,Monitor,Taiwan,USA,1420,8318,27,33,0.92,0.03,Air,0,4
SHP047536,SUP009,Mouse,Japan,France,2561,3692,19,40,0.74,0.89,Sea,3,20
SHP047537,SUP005,Laptop,China,Germany,1170,6304,13,26,0.99,0.91,Air,3,13
SHP047538,SUP003,Mouse,Vietnam,India,1374,4671,27,45,0.88,0.78,Sea,3,15
SHP047539,SUP004,Tablet,Vietnam,USA,1687,2510,20,42,0.71,0.46,Road,7,21
SHP047540,SUP004,Keyboard,India,Germany,3731,4595,25,43,0.79,0.15,Rail,7,15
SHP047541,SUP009,Smartphone,China,Canada,3375,6741,9,15,0.92,0.26,Road,1,7
SHP047542,SUP005,SSD,Germany,UK,4354,3197,3,8,0.86,0.17,Road,2,7
SHP047543,SUP002,SSD,USA,Canada,4696,1849,17,32,0.91,0.04,Sea,7,16
SHP047544,SUP006,Smartphone,Taiwan,Germany,925,2391,5,20,0.93,0.67,Road,1,13
SHP047545,SUP007,Headphones,South Korea,France,709,1386,16,24,0.99,0.7,Road,0,10
SHP047546,SUP008,Printer,South Korea,Australia,805,223,16,29,0.75,0.67,Road,1,11
SHP047547,SUP005,SSD,Taiwan,Singapore,1300,1657,30,46,0.89,0.78,Road,1,14
SHP047548,SUP008,Headphones,Vietnam,Canada,403,5024,30,41,0.79,0.17,Air,7,13
SHP047549,SUP008,Router,Vietnam,UK,4840,3632,10,24,0.77,0.2,Sea,0,13
SHP047550,SUP004,Monitor,USA,Australia,4091,8449,11,23,0.95,0.47,Air,2,12
SHP047551,SUP007,Laptop,China,Canada,893,8985,11,25,0.89,0.85,Road,3,16
SHP047552,SUP009,Microchip,China,Australia,1127,3636,29,49,0.77,0.96,Air,6,21
SHP047553,SUP010,Smartphone,USA,Canada,1335,644,14,26,0.75,0.15,Road,5,11
SHP047554,SUP004,Tablet,China,Germany,2137,8994,8,22,0.92,0.69,Air,5,16
SHP047555,SUP009,Printer,China,India,767,3611,4,15,0.74,0.09,Road,4,12
SHP047556,SUP004,Printer,USA,Australia,4190,3541,21,37,0.76,0.7,Sea,1,16
SHP047557,SUP001,Printer,Vietnam,France,391,9776,27,39,0.72,0.3,Air,0,13
SHP047558,SUP004,Printer,Germany,USA,4820,2703,11,26,0.95,0.73,Sea,1,13
SHP047559,SUP002,Microchip,South Korea,France,4801,2762,6,13,0.97,0.16,Road,1,6
SHP047560,SUP006,Microchip,South Korea,Germany,4307,9076,15,37,0.97,0.89,Air,7,19
SHP047561,SUP008,Mouse,South Korea,Germany,2516,1562,8,20,0.71,0.06,Road,1,10
SHP047562,SUP006,Headphones,Japan,Singapore,1519,9979,24,44,0.77,0.45,Sea,5,17
SHP047563,SUP009,Keyboard,Germany,Canada,1664,4949,8,14,0.91,0.43,Air,2,7
SHP047564,SUP006,Smartphone,India,Australia,1507,8677,24,37,0.99,0.3,Air,5,11
SHP047565,SUP007,Router,India,France,563,5313,7,18,0.94,0.59,Air,2,10
SHP047566,SUP005,Router,China,UK,3820,5024,15,28,0.96,0.22,Road,6,11
SHP047567,SUP008,Monitor,South Korea,USA,1942,9929,28,45,0.72,0.13,Rail,6,17
SHP047568,SUP002,Headphones,Taiwan,UK,3622,4719,4,16,0.79,0.02,Sea,2,10
SHP047569,SUP002,Mouse,USA,Germany,4246,572,10,26,0.96,0.28,Rail,7,13
SHP047570,SUP008,SSD,USA,Germany,374,558,21,43,0.72,0.97,Sea,4,20
SHP047571,SUP006,Mouse,India,Australia,1236,5641,28,37,0.85,0.03,Road,1,11
SHP047572,SUP002,Mouse,China,USA,833,7054,13,24,0.84,0.06,Air,5,12
SHP047573,SUP006,Mouse,South Korea,Singapore,554,8528,30,48,0.82,0.3,Road,7,15
SHP047574,SUP008,Tablet,Japan,Canada,2155,8584,9,19,0.75,0.94,Air,3,11
SHP047575,SUP006,Microchip,Japan,UK,373,2246,21,33,0.84,0.48,Sea,2,12
SHP047576,SUP009,Microchip,Vietnam,France,3328,6504,25,42,0.95,0.69,Sea,3,18
SHP047577,SUP006,Router,China,USA,3876,133,17,25,0.83,0.48,Sea,0,8
SHP047578,SUP003,Mouse,Germany,France,2247,1079,22,37,0.71,0.14,Rail,1,12
SHP047579,SUP009,Laptop,Taiwan,USA,2054,162,20,34,0.88,0.88,Sea,0,14
SHP047580,SUP010,Smartphone,Taiwan,Singapore,3194,4364,15,29,0.9,0.97,Rail,0,13
SHP047581,SUP005,Printer,Germany,UK,283,236,15,31,0.77,0.43,Sea,7,17
SHP047582,SUP006,Microchip,Vietnam,USA,1647,7333,13,32,0.86,0.24,Sea,7,18
SHP047583,SUP004,Printer,South Korea,UK,4920,5618,23,32,1.0,0.05,Road,3,8
SHP047584,SUP003,Tablet,Germany,Singapore,4580,2037,17,33,0.84,0.76,Sea,5,18
SHP047585,SUP010,Mouse,South Korea,USA,102,4572,25,32,0.94,0.15,Sea,0,9
SHP047586,SUP005,Tablet,USA,Singapore,576,1279,28,42,0.76,0.59,Air,4,14
SHP047587,SUP003,Microchip,India,UK,2625,4162,11,29,0.7,0.92,Sea,0,18
SHP047588,SUP002,Tablet,Japan,India,1711,6534,11,24,0.91,0.51,Sea,2,12
SHP047589,SUP006,Tablet,Vietnam,Canada,4154,7380,6,21,0.95,0.3,Sea,7,15
SHP047590,SUP008,Keyboard,Vietnam,Canada,3889,1140,3,28,0.73,0.69,Rail,6,23
SHP047591,SUP003,SSD,India,Canada,1047,3990,12,21,0.89,0.85,Road,1,10
SHP047592,SUP006,Microchip,Taiwan,Singapore,1044,7876,29,54,0.79,0.97,Road,6,23
SHP047593,SUP009,Headphones,Vietnam,France,3346,4833,30,54,0.7,0.58,Road,7,22
SHP047594,SUP001,Laptop,South Korea,Singapore,1362,4989,25,40,0.8,0.25,Air,6,15
SHP047595,SUP003,Mouse,USA,UK,4914,102,22,45,0.81,1.0,Sea,3,21
SHP047596,SUP002,Printer,India,India,854,8510,7,18,0.78,0.42,Road,3,10
SHP047597,SUP008,Mouse,South Korea,Australia,3603,1051,25,39,0.76,0.05,Sea,5,14
SHP047598,SUP009,Headphones,South Korea,France,818,5515,4,27,0.89,0.97,Sea,7,21
SHP047599,SUP010,Mouse,Taiwan,Singapore,4714,2133,7,25,0.7,0.51,Sea,6,19
SHP047600,SUP006,SSD,USA,Canada,3822,7486,16,32,0.87,0.7,Rail,1,15
SHP047601,SUP003,Laptop,India,UK,648,2467,5,19,0.77,0.74,Sea,2,15
SHP047602,SUP010,Tablet,Japan,UK,1439,2831,16,27,0.78,0.08,Sea,3,13
SHP047603,SUP008,Router,USA,USA,3503,5120,29,47,0.95,0.48,Sea,6,16
SHP047604,SUP010,Headphones,Taiwan,Australia,4345,9486,26,33,0.89,0.2,Sea,0,9
SHP047605,SUP007,Keyboard,India,Australia,3396,8812,3,18,0.97,0.67,Sea,3,15
SHP047606,SUP002,Mouse,China,Australia,1434,3225,24,42,0.88,0.65,Sea,7,20
SHP047607,SUP007,Router,South Korea,India,3552,9580,12,27,0.79,0.6,Sea,2,14
SHP047608,SUP001,Monitor,Japan,India,935,8190,21,37,0.93,0.15,Sea,4,13
SHP047609,SUP008,Smartphone,Japan,Australia,4848,4306,24,35,0.99,0.72,Road,2,12
SHP047610,SUP005,Printer,India,Australia,2207,3828,7,23,0.85,0.42,Rail,3,13
SHP047611,SUP009,Monitor,Japan,Singapore,2394,2860,22,42,0.91,0.59,Road,6,17
SHP047612,SUP003,Microchip,Vietnam,Germany,4111,2054,19,30,0.7,0.41,Sea,1,11
SHP047613,SUP007,Monitor,South Korea,Germany,3847,4374,14,25,0.91,0.36,Road,1,9
SHP047614,SUP008,Printer,Japan,India,1893,6442,5,23,0.79,0.61,Sea,2,17
SHP047615,SUP001,Printer,China,Singapore,372,2918,9,33,0.85,0.97,Rail,6,22
SHP047616,SUP006,Headphones,Taiwan,UK,1307,9840,13,23,0.95,0.84,Sea,2,11
SHP047617,SUP002,Monitor,China,Germany,1893,7182,6,17,0.85,0.38,Road,1,8
SHP047618,SUP008,Smartphone,Taiwan,India,2385,1071,28,48,0.78,0.63,Rail,5,18
SHP047619,SUP006,Mouse,China,USA,4327,8426,11,25,0.81,0.39,Sea,1,11
SHP047620,SUP003,Microchip,Taiwan,USA,561,219,16,27,0.95,0.72,Sea,2,13
SHP047621,SUP004,Router,South Korea,Germany,2890,6248,8,23,0.72,0.51,Air,5,17
SHP047622,SUP007,Mouse,China,USA,3632,2541,13,30,0.86,0.56,Sea,2,14
SHP047623,SUP009,Printer,South Korea,France,1783,3227,16,30,0.91,0.35,Air,3,12
SHP047624,SUP010,Router,Japan,USA,1299,8677,28,55,0.72,0.94,Sea,7,26
SHP047625,SUP002,Headphones,Germany,Canada,2774,3695,21,40,0.77,0.65,Sea,3,17
SHP047626,SUP009,Tablet,Vietnam,India,3436,3880,22,36,1.0,0.72,Sea,3,12
SHP047627,SUP006,Keyboard,China,Singapore,2522,570,14,34,0.74,0.21,Sea,6,19
SHP047628,SUP002,Smartphone,Japan,France,2602,7363,21,36,0.78,0.3,Road,4,15
SHP047629,SUP008,Headphones,Taiwan,France,918,5039,5,22,0.74,0.14,Air,5,14
SHP047630,SUP004,Tablet,Japan,Singapore,1230,9357,11,34,0.77,0.99,Road,5,21
SHP047631,SUP008,Monitor,India,USA,4069,7449,26,36,0.74,0.49,Air,0,11
SHP047632,SUP007,Printer,USA,USA,4336,8298,4,19,0.81,0.32,Road,5,15
SHP047633,SUP007,Keyboard,India,UK,1798,1277,21,33,0.95,0.15,Air,3,10
SHP047634,SUP007,Router,Germany,Australia,2732,7444,27,43,0.74,0.59,Road,4,14
SHP047635,SUP002,Headphones,China,UK,4365,1260,15,24,0.86,0.37,Sea,1,11
SHP047636,SUP008,Mouse,USA,France,3905,955,15,24,0.99,0.16,Air,2,8
SHP047637,SUP002,Router,USA,Canada,510,2142,20,42,0.86,0.47,Road,7,19
SHP047638,SUP003,Microchip,South Korea,Germany,978,9427,21,35,0.97,0.77,Air,5,11
SHP047639,SUP010,Mouse,Germany,Canada,3500,1854,9,25,0.77,0.68,Road,4,18
SHP047640,SUP007,Smartphone,Germany,India,1109,6125,22,35,0.93,0.45,Air,2,10
SHP047641,SUP007,Microchip,Japan,India,4110,1210,21,41,0.98,0.79,Road,7,19
SHP047642,SUP007,Smartphone,Japan,Australia,3551,1383,16,28,0.91,0.45,Road,0,11
SHP047643,SUP004,Printer,Taiwan,Australia,887,2599,5,11,0.99,0.58,Rail,0,6
SHP047644,SUP005,Printer,Vietnam,Germany,309,3588,10,23,0.94,0.47,Sea,4,13
SHP047645,SUP007,Microchip,Vietnam,USA,700,6692,3,19,0.73,0.14,Air,6,17
SHP047646,SUP008,Router,South Korea,Canada,3947,2546,26,46,0.89,0.99,Road,2,18
SHP047647,SUP003,Headphones,USA,Canada,141,6694,21,32,0.81,0.29,Sea,0,11
SHP047648,SUP006,Smartphone,Germany,Australia,3295,9851,17,31,0.95,0.84,Rail,0,12
SHP047649,SUP009,Smartphone,China,Canada,2152,9933,28,44,0.82,0.03,Road,7,15
SHP047650,SUP010,Microchip,USA,Australia,2978,8380,3,12,0.86,0.04,Road,6,11
SHP047651,SUP005,SSD,Taiwan,France,3406,8050,13,29,0.93,0.61,Sea,1,15
SHP047652,SUP004,Headphones,Germany,UK,1812,5746,12,29,0.87,0.73,Air,6,18
SHP047653,SUP009,Smartphone,Germany,Canada,389,2100,7,17,0.82,0.33,Sea,0,8
SHP047654,SUP004,Router,Vietnam,Germany,154,7274,28,40,0.99,0.45,Sea,5,11
SHP047655,SUP003,Printer,Germany,Singapore,133,2557,4,17,0.97,0.68,Road,3,10
SHP047656,SUP007,Monitor,Japan,India,2308,9279,22,41,0.79,0.37,Air,7,17
SHP047657,SUP005,Microchip,Japan,France,4093,4959,7,26,0.87,0.68,Sea,5,16
SHP047658,SUP001,Headphones,USA,USA,710,7786,30,48,0.92,0.59,Sea,6,16
SHP047659,SUP008,Router,USA,Germany,1001,9503,14,37,0.83,0.95,Rail,4,20
SHP047660,SUP001,Mouse,Japan,India,2334,237,23,30,0.98,0.24,Rail,0,4
SHP047661,SUP009,Smartphone,USA,UK,1576,2384,29,44,0.83,0.43,Road,7,16
SHP047662,SUP001,Headphones,USA,Australia,4815,9152,29,40,0.71,0.73,Air,1,13
SHP047663,SUP004,Microchip,Japan,Germany,3448,1904,7,17,0.98,0.94,Road,1,10
SHP047664,SUP010,Tablet,India,UK,803,3627,26,39,0.95,0.8,Sea,2,12
SHP047665,SUP004,Monitor,Japan,UK,2623,7840,10,29,0.89,0.88,Sea,2,16
SHP047666,SUP009,Laptop,Vietnam,India,601,8244,14,30,0.82,0.35,Sea,4,16
SHP047667,SUP001,Headphones,China,India,3366,9055,10,19,0.93,0.2,Air,4,9
SHP047668,SUP010,Smartphone,India,Canada,4940,7342,19,44,0.78,0.66,Sea,6,22
SHP047669,SUP009,Keyboard,Taiwan,Singapore,164,4533,17,27,0.99,0.57,Sea,2,9
SHP047670,SUP004,Monitor,USA,USA,1658,5662,29,48,0.88,0.11,Air,6,16
SHP047671,SUP007,SSD,India,USA,919,5814,12,24,0.94,0.95,Air,1,13
SHP047672,SUP009,Router,India,Canada,191,5377,9,28,0.76,0.28,Road,6,16
SHP047673,SUP007,Printer,China,Singapore,1973,310,13,33,0.74,0.62,Sea,6,20
SHP047674,SUP002,Smartphone,Japan,India,583,1797,29,47,0.74,0.92,Sea,1,16
SHP047675,SUP006,Laptop,Germany,USA,1668,9851,25,38,0.8,0.43,Sea,2,13
SHP047676,SUP006,Microchip,India,Singapore,192,9652,12,33,0.88,0.73,Sea,4,19
SHP047677,SUP003,Smartphone,USA,UK,2638,3063,3,16,0.8,0.65,Road,0,11
SHP047678,SUP004,Tablet,South Korea,UK,3021,8637,21,34,0.89,0.22,Road,7,14
SHP047679,SUP006,Mouse,USA,Australia,2999,2573,13,32,0.8,0.0,Sea,7,16
SHP047680,SUP006,Monitor,Vietnam,Germany,4661,878,12,24,0.86,0.28,Road,2,14
SHP047681,SUP001,Tablet,China,France,1692,5130,22,38,0.84,0.17,Air,6,13
SHP047682,SUP010,Laptop,Japan,India,1110,9089,30,45,0.71,0.49,Road,4,16
SHP047683,SUP008,Keyboard,Japan,Australia,3882,5771,21,42,0.86,0.29,Sea,7,18
SHP047684,SUP009,Headphones,India,UK,448,8073,6,16,0.74,0.16,Sea,2,9
SHP047685,SUP002,Printer,Vietnam,Australia,1199,9682,24,43,0.78,0.35,Sea,6,18
SHP047686,SUP004,Monitor,India,Germany,4749,3410,7,21,0.72,0.99,Sea,0,16
SHP047687,SUP006,Printer,Taiwan,Canada,3816,3762,17,39,0.76,0.92,Road,6,21
SHP047688,SUP002,Laptop,Germany,Australia,137,3777,4,13,0.9,0.87,Air,2,11
SHP047689,SUP007,Microchip,USA,Canada,1599,1567,26,53,0.72,0.96,Rail,7,27
SHP047690,SUP006,Router,Germany,Germany,220,9539,21,36,0.94,0.31,Sea,7,17
SHP047691,SUP008,Mouse,Vietnam,India,4348,1267,16,26,0.75,0.24,Rail,2,8
SHP047692,SUP007,Keyboard,China,Germany,3819,1119,3,22,0.99,0.96,Sea,5,18
SHP047693,SUP010,Printer,Japan,Singapore,742,924,9,22,0.8,0.1,Air,7,13
SHP047694,SUP001,Monitor,South Korea,Singapore,3551,5491,5,22,0.78,0.89,Road,3,18
SHP047695,SUP010,Router,Japan,Germany,3386,9084,25,39,0.89,0.2,Sea,5,13
SHP047696,SUP010,Mouse,China,USA,3987,2445,14,24,0.89,0.97,Road,0,12
SHP047697,SUP005,Tablet,Germany,India,4283,8369,29,38,0.84,0.31,Air,3,9
SHP047698,SUP006,Router,China,Germany,3450,393,29,43,0.83,0.5,Road,3,15
SHP047699,SUP007,Router,Taiwan,Germany,4484,9734,26,40,0.73,0.92,Air,3,14
SHP047700,SUP004,Mouse,Germany,Singapore,2082,6003,6,20,0.89,0.9,Road,1,12
SHP047701,SUP009,Microchip,Vietnam,Singapore,844,540,4,14,0.72,0.03,Road,1,7
SHP047702,SUP001,Smartphone,Vietnam,USA,1820,3266,5,27,0.7,0.9,Sea,4,20
SHP047703,SUP003,Smartphone,Taiwan,India,1326,8669,29,46,0.79,0.87,Air,4,18
SHP047704,SUP010,Laptop,China,France,4990,4944,30,40,0.98,0.31,Sea,4,9
SHP047705,SUP002,Router,Germany,Australia,2725,7983,3,18,0.88,0.73,Air,4,16
SHP047706,SUP002,Smartphone,India,Singapore,422,3184,6,15,1.0,0.46,Air,2,8
SHP047707,SUP001,Microchip,Japan,UK,2643,7940,9,28,0.93,0.82,Road,4,18
SHP047708,SUP003,Monitor,China,Germany,2419,6026,21,36,0.86,0.9,Rail,1,13
SHP047709,SUP010,Keyboard,India,Australia,2491,5817,22,43,0.83,0.53,Sea,7,19
SHP047710,SUP005,Microchip,Germany,USA,1909,9093,11,20,0.95,0.14,Sea,6,9
SHP047711,SUP006,Printer,South Korea,UK,911,4927,16,34,0.9,0.55,Air,6,18
SHP047712,SUP008,Smartphone,Vietnam,Singapore,1551,4132,17,34,0.99,0.48,Air,6,16
SHP047713,SUP004,Tablet,Vietnam,India,4440,5027,27,35,0.94,0.3,Sea,3,10
SHP047714,SUP001,Monitor,USA,Canada,3259,5132,8,31,0.73,0.83,Air,7,20
SHP047715,SUP009,SSD,USA,India,2964,5581,17,34,0.78,0.11,Sea,3,14
SHP047716,SUP003,Laptop,Japan,UK,3074,7199,6,23,0.74,0.83,Sea,3,18
SHP047717,SUP008,Laptop,Germany,Australia,2254,1598,21,37,0.71,0.92,Road,5,16
SHP047718,SUP004,Tablet,South Korea,France,2095,7249,7,14,0.98,0.81,Road,0,9
SHP047719,SUP003,Monitor,India,France,2428,158,11,23,0.93,0.54,Road,2,11
SHP047720,SUP003,Printer,India,Canada,2700,5480,21,36,0.89,0.81,Rail,5,16
